1/1/2015,1,A101,P001,436
1/2/2015,2,A102,P002,27
1/3/2015,3,A101,P003,941
1/4/2015,4,A103,P004,274
1/5/2015,5,A104,P005,367
1/6/2015,6,A101,P001,479
1/7/2015,7,A102,P002,599
1/8/2015,8,A101,P003,980
1/9/2015,9,A103,P004,429
1/10/2015,10,A104,P005,636
1/11/2015,11,A101,P001,559
1/12/2015,12,A102,P002,450
1/13/2015,13,A101,P003,162
1/14/2015,14,A103,P004,776
1/15/2015,15,A104,P005,185
1/16/2015,16,A101,P001,939
1/17/2015,17,A102,P002,669
1/18/2015,18,A101,P003,528
1/19/2015,19,A103,P004,500
1/20/2015,20,A104,P005,734
1/21/2015,21,A101,P001,520
1/22/2015,22,A102,P002,113
1/23/2015,23,A101,P003,760
1/24/2015,24,A103,P004,315
1/25/2015,25,A104,P005,685
1/26/2015,26,A101,P001,381
1/27/2015,27,A102,P002,181
1/28/2015,28,A101,P003,134
1/29/2015,29,A103,P004,433
2/1/2015,30,A104,P005,399
2/2/2015,31,A101,P001,704
2/3/2015,32,A102,P002,656
2/4/2015,33,A101,P003,953
2/5/2015,34,A103,P004,826
2/6/2015,35,A104,P005,852
2/7/2015,36,A101,P001,674
2/8/2015,37,A102,P002,360
2/9/2015,38,A101,P003,841
2/10/2015,39,A103,P004,225
2/11/2015,40,A104,P005,350
2/12/2015,41,A101,P001,889
2/13/2015,42,A102,P002,942
2/14/2015,43,A101,P003,469
2/15/2015,44,A103,P004,749
2/16/2015,45,A104,P005,638
2/17/2015,46,A101,P001,490
2/18/2015,47,A102,P002,559
2/19/2015,48,A101,P003,603
2/20/2015,49,A103,P004,320
2/21/2015,50,A104,P005,142
2/22/2015,51,A101,P001,893
2/23/2015,52,A102,P002,763
2/24/2015,53,A101,P003,46
2/25/2015,54,A103,P004,776
2/26/2015,55,A104,P005,509
2/27/2015,56,A101,P001,559
3/1/2015,57,A102,P002,491
3/2/2015,58,A101,P003,471
3/3/2015,59,A103,P004,519
3/4/2015,60,A104,P005,146
3/5/2015,61,A101,P001,565
3/6/2015,62,A102,P002,333
3/7/2015,63,A101,P003,758
3/8/2015,64,A103,P004,773
3/9/2015,65,A104,P005,299
3/10/2015,66,A101,P001,413
3/11/2015,67,A102,P002,158
3/12/2015,68,A101,P003,168
3/13/2015,69,A103,P004,153
3/14/2015,70,A104,P005,470
3/15/2015,71,A101,P001,708
3/16/2015,72,A102,P002,817
3/17/2015,73,A101,P003,620
3/18/2015,74,A103,P004,403
3/19/2015,75,A104,P005,148
3/20/2015,76,A101,P001,65
3/21/2015,77,A102,P002,103
3/22/2015,78,A101,P003,160
3/23/2015,79,A103,P004,100
3/24/2015,80,A104,P005,409
3/25/2015,81,A101,P001,846
3/26/2015,82,A102,P002,12
3/27/2015,83,A101,P003,5
3/28/2015,84,A103,P004,817
3/29/2015,85,A104,P005,481
3/30/2015,86,A101,P001,514
3/31/2015,87,A102,P002,636
4/1/2015,88,A101,P003,176
4/2/2015,89,A103,P004,15
4/3/2015,90,A104,P005,66
4/4/2015,91,A101,P001,771
4/5/2015,92,A102,P002,580
4/6/2015,93,A101,P003,249
4/7/2015,94,A103,P004,573
4/8/2015,95,A104,P005,148
4/9/2015,96,A101,P001,496
4/10/2015,97,A102,P002,600
4/11/2015,98,A101,P003,957
4/12/2015,99,A103,P004,796
4/13/2015,100,A104,P005,698
4/14/2015,101,A101,P001,149
4/15/2015,102,A102,P002,76
4/16/2015,103,A101,P003,329
4/17/2015,104,A103,P004,220
4/18/2015,105,A104,P005,863
4/19/2015,106,A101,P001,974
4/20/2015,107,A102,P002,242
4/21/2015,108,A101,P003,199
4/22/2015,109,A103,P004,922
4/23/2015,110,A104,P005,479
4/24/2015,111,A101,P001,325
4/25/2015,112,A102,P002,603
4/26/2015,113,A101,P003,360
5/1/2015,114,A105,P004,241
5/2/2015,115,A106,P005,769
5/3/2015,116,A107,P001,37
5/4/2015,117,A108,P002,110
5/5/2015,118,A109,P003,510
5/6/2015,119,A110,P004,250
5/7/2015,120,A110,P005,706
5/8/2015,121,A110,P001,133
5/9/2015,122,A111,P002,248
5/10/2015,123,A111,P003,427
5/11/2015,124,A111,P004,785
5/12/2015,125,A105,P005,142
5/13/2015,126,A106,P001,390
5/14/2015,127,A107,P002,289
5/15/2015,128,A108,P003,296
5/16/2015,129,A109,P004,430
5/17/2015,130,A110,P005,54
5/18/2015,131,A110,P001,563
5/19/2015,132,A110,P002,387
5/20/2015,133,A111,P003,395
5/21/2015,134,A111,P004,708
5/22/2015,135,A111,P005,741
5/23/2015,136,A105,P001,721
5/24/2015,137,A106,P002,288
5/25/2015,138,A107,P003,161
5/26/2015,139,A108,P004,752
5/27/2015,140,A109,P005,398
